Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CIM^B,Chimera Investment Corporation,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cim^b
CO,China Cord Blood Corporation,8.6,$627.83M,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/co
DL,China Distance Education Holdings Limited,9.68,$319.09M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dl
CEA,China Eastern Airlines Corporation Ltd.,30.02,$8.69B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cea
CHN,China Fund Inc. (The),18.5,$290.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chn
CGA,China Green Agriculture Inc.,1.28,$49.35M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cga
LFC,China Life Insurance Company Limited,16.46,$93.05B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/lfc
CHL,China Mobile (Hong Kong) Ltd.,53.75,$220.11B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chl
BORN,China New Borun Corporation,1.39,$35.76M,2010,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/born
COE,China Online Education Group,15.66,$314.07M,2016,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/coe
SNP,China Petroleum & Chemical Corporation,82.38,$99.74B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/snp
XRF,China Rapid Finance Limited,6.87,$447.15M,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xrf
ZNH,China Southern Airlines Company Limited,40.78,$8.01B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/znh
CHA,China Telecom Corp Ltd,48.68,$39.4B,2002,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,14.51,$34.75B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chu
XNY,China Xiniya Fashion Limited,1.3799,$19.64M,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/xny
CYD,China Yuchai International Limited,17.83,$725.9M,1994,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cyd
ZX,China Zenix Auto International Limited,1.93,$99.64M,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/zx
CMG,Chipotle Mexican Grill Inc.,460.85,$13.21B,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg
CHH,Choice Hotels International Inc.,64.15,$3.62B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh
CBK,Christopher & Banks Corporation,1.32,$49.67M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cbk
CHT,Chunghwa Telecom Co. Ltd.,35.73,$27.72B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cht
CHD,Church & Dwight Company Inc.,53,$13.21B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd
CIEN,Ciena Corporation,25.37,$3.6B,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien
CI,Cigna Corporation,166.74,$42.69B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,99.89,$9.5B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,17.95,$756.31M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,50.3089,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbb^b
CNK,Cinemark Holdings Inc,39.46,$4.59B,2007,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk
CINR,Ciner Resources LP,28.35,$570.62M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cinr
CIR,CIRCOR International Inc.,67.75,$1.12B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cir
CIT,CIT Group Inc (DEL),46.05,$6.7B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cit
BLW,Citigroup Inc.,15.78,$583.92M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/blw
C,Citigroup Inc.,64.45,$177.45B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c
C.WS.A,Citigroup Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c.ws.a
C^C,Citigroup Inc.,25.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^c
C^J,Citigroup Inc.,29.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^j
C^K,Citigroup Inc.,29.21,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^k
C^L,Citigroup Inc.,27.6347,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^l
C^N,Citigroup Inc.,26.09,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^n
C^P,Citigroup Inc.,26.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^p
C^S,Citigroup Inc.,26.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^s
CFG,Citizens Financial Group Inc.,36.34,$18.41B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/cfg
CIA,Citizens Inc.,6.96,$348.57M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/cia
CIO,City Office REIT Inc.,12.57,$380.34M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cio
CIO^A,City Office REIT Inc.,25.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cio^a
CVEO,Civeo Corporation,1.99,$262.7M,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cveo
CIVI,Civitas Solutions Inc.,17.05,$636.19M,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/civi
CLH,Clean Harbors Inc.,59.16,$3.38B,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh
CCO,Clear Channel Outdoor Holdings Inc.,3.8,$1.38B,2005,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cco
CBA           ,ClearBridge American Energy MLP Fund Inc.,8.86,$519.13M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cba
CEM,ClearBridge Energy MLP Fund Inc.,15.64,$1.1B,2010,n/a,n/a,http://www.nasdaq.com/symbol/cem
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,12.8,$399.31M,2011,n/a,n/a,http://www.nasdaq.com/symbol/emo
CTR,ClearBridge Energy MLP Total Return Fund Inc.,12.96,$497.67M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ctr
CLW,Clearwater Paper Corporation,47,$772.27M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/clw
CLF,Cliffs Natural Resources Inc.,6.09,$1.81B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/clf
CLPR,Clipper Realty Inc.,11.47,$204.31M,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clpr
CLX,Clorox Company (The),137.14,$17.66B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx
CLD,Cloud Peak Energy Inc,3.4,$255.19M,2009,Energy,Coal Mining,http://www.nasdaq.com/symbol/cld
CLDR,Cloudera Inc.,19.41,$2.49B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cldr
MYCC,ClubCorp Holdings Inc.,13.65,$894.47M,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mycc
CMS,CMS Energy Corporation,46.98,$13.18B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,102.25,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms^b
CNA,CNA Financial Corporation,47.14,$12.77B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna
CNHI,CNH Industrial N.V.,11.41,$15.55B,2013,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cnhi
CNO,CNO Financial Group Inc.,20.87,$3.58B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno
CEO,CNOOC Limited,110.72,$1.12B,2001,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ceo
CNXC,CNX Coal Resources LP,15.85,$369.78M,2015,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnxc
COH,Coach Inc.,46.72,$13.13B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/coh
CIE,Cobalt International Energy Inc.,0.2416,$108.31M,2009,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cie
KOF,Coca Cola Femsa S.A.B. de C.V.,84.05,$17.42B,1993,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),45.32,$193.63B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko
CCE,Coca-Cola European Partners plc,40.56,$19.59B,2016,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cce
CDE,Coeur Mining Inc.,9.74,$1.77B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cde
FOF,Cohen & Steers Closed-End Opportunity Fund Inc.,12.87,$350.18M,2006,n/a,n/a,http://www.nasdaq.com/symbol/fof
INB,Cohen & Steers Global Income Builder Inc.,9.49,$219.62M,2007,n/a,n/a,http://www.nasdaq.com/symbol/inb
CNS,Cohen & Steers Inc,40.96,$1.9B,2004,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns
UTF,Cohen & Steers Infrastructure Fund Inc,23.55,$2.01B,2004,n/a,n/a,http://www.nasdaq.com/symbol/utf
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc,26.42,$761.7M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ldp
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,10.75,$288.03M,2013,n/a,n/a,http://www.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc,12.62,$1.38B,2002,n/a,n/a,http://www.nasdaq.com/symbol/rqi
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,20.7,$984.63M,2003,n/a,n/a,http://www.nasdaq.com/symbol/rnp
PSF,Cohen & Steers Select Preferred and Income Fund Inc.,27.9898,$335.66M,2010,n/a,n/a,http://www.nasdaq.com/symbol/psf
RFI,Cohen & Steers Total Return Realty Fund Inc.,12.63,$330.09M,1993,n/a,n/a,http://www.nasdaq.com/symbol/rfi
CFX,Colfax Corporation,40.24,$4.95B,2008,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/cfx
CL,Colgate-Palmolive Company,75.77,$66.93B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl
CXE,Colonial High Income Municipal Trust,5.2,$163.82M,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,2.72,$55.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,10.18,$117.96M,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,4.69,$132.8M,1987,n/a,n/a,http://www.nasdaq.com/symbol/cmu
CLNS,Colony NorthStar Inc.,14.19,$7.82B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clns
CLNS^A.CL,Colony NorthStar Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^a.cl
CLNS^B,Colony NorthStar Inc.,25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^b
CLNS^C,Colony NorthStar Inc.,25.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^c
CLNS^D,Colony NorthStar Inc.,26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^d
CLNS^E,Colony NorthStar Inc.,26.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^e
CLNS^F.CL,Colony NorthStar Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^f.cl
CLNS^G,Colony NorthStar Inc.,25.8286,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^g
CLNS^H,Colony NorthStar Inc.,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^h
CLNS^I,Colony NorthStar Inc.,25.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^i
SFR,Colony Starwood Homes,34.58,$3.92B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr
CXP,Columbia Property Trust Inc.,21.86,$2.68B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxp
STK,Columbia Seligman Premium Technology Growth Fund Inc,22.2,$341.19M,2009,n/a,n/a,http://www.nasdaq.com/symbol/stk
CCV,Comcast Corporation,25.63,n/a,2012,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccv
CCZ,Comcast Corporation,55,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,72.67,$12.86B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cma
CMA.WS,Comerica Incorporated,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cma.ws
FIX,Comfort Systems USA Inc.,36.3,$1.35B,1997,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,19.19,$2.22B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cmc
CBU,Community Bank System Inc.,57.73,$2.92B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbu
CYH,Community Health Systems Inc.,8.44,$967.99M,2000,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,25.78,$337.85M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,2.29,$2.88B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cig
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cig.c
CBD,Companhia Brasileira de Distribuicao,20.85,$5.54B,1997,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,9.18,$6.27B,2002,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),7.68,$2.1B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elp
CCU,Compania Cervecerias Unidas S.A.,25.96,$4.8B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ccu
CODI,Compass Diversified Holdings,16.85,$1.01B,2006,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/codi
CMP,Compass Minerals International Inc.,65.9,$2.23B,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cmp
CRK,Comstock Resources Inc.,7.58,$116.52M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crk
CAG,ConAgra Brands Inc.,38.76,$16.49B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,123.88,$18.39B,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,3.58,$155.24M,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/ccm
CNDT,Conduent Incorporated,16.55,$3.46B,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cndt
CNNX,Cone Midstream Partners LP,20.45,$1.3B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cnnx
COP,ConocoPhillips,44.82,$55.45B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop
CNX,CONSOL Energy Inc.,14.77,$3.4B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnx
ED,Consolidated Edison Inc,83.25,$25.42B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed
STZ,Constellation Brands Inc,181,$35.34B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stz.b
CSTM,Constellium N.V.,7.15,$754.91M,2013,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cstm
TCS,Container Store (The),5.82,$281.06M,2013,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tcs
CBPX,Continental Building Products Inc.,24.5,$960.91M,2014,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cbpx
CLR,Continental Resources Inc.,35.24,$13.22B,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/clr
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V.,13.91,$1.41B,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/vlrs
CVG,Convergys Corporation,24.28,$2.29B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg
COO,Cooper Companies Inc. (The),237.43,$11.6B,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo
CTB,Cooper Tire & Rubber Company,36.5,$1.93B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,109.88,$1.96B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cps
CPA,Copa Holdings S.A.,113.85,$4.79B,2005,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,106.71,$4.71B,1995,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/clb
CXW,CoreCivic Inc.,31.62,$3.74B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw
CLGX,CoreLogic Inc.,42.54,$3.6B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx
CORR,CorEnergy Infrastructure Trust Inc.,34.96,$415.82M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/corr
CORR^A,CorEnergy Infrastructure Trust Inc.,24.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/corr^a
COR,CoreSite Realty Corporation,106.42,$3.64B,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor
COR^A,CoreSite Realty Corporation,25.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cor^a
GLW,Corning Incorporated,28.95,$26.64B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw
GYC,Corporate Asset Backed Corp CABCO,23.5652,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyc
OFC,Corporate Office Properties Trust,35.26,$3.51B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc
OFC^L.CL,Corporate Office Properties Trust,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofc^l.cl
CZZ,Cosan Limited,6.39,$1.69B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,6.83,$625.55M,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,24.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,24.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^d
COTV,Cotiviti Holdings Inc.,37.2,$3.42B,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cotv
COT,Cott Corporation,14.04,$1.95B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,18.74,$14.01B,2013,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty
CFC^B,Countrywide Financial Corporation,25.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^b
CUZ,Cousins Properties Incorporated,8.89,$3.72B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,14.1,$1.85B,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/cva
CPF,CPB Inc.,32.27,$988.61M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,15.95,$8.12B,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpl
CR,Crane Company,79.38,$4.72B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,173.63,$16.39B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,13.86,$30.29B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,8.73,$4.75B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,22.5,$1.57B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,36.46,$30.35B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,15.6188,$93.71M,1992,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,25.16,$848.56M,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,102.06,$37.37B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci
CCK,Crown Holdings Inc.,57.36,$7.81B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck
CRY,CryoLife Inc.,18.95,$630.29M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cry
CSRA,CSRA Inc.,31.45,$5.13B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/csra
CSS,CSS Industries Inc.,27.56,$250.43M,n/a,Consumer Services,Consumer: Greeting Cards,http://www.nasdaq.com/symbol/css
CST,CST Brands Inc.,48.33,$3.67B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cst
CTS,CTS Corporation,22.7,$745.72M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,23.81,$4.29B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,47.05,$1.28B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub
CFR,Cullen/Frost Bankers Inc.,97.6,$6.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr
CFR^A,Cullen/Frost Bankers Inc.,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a
CFI,Culp Inc.,32.6,$401.46M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/cfi
CMI,Cummins Inc.,159.23,$26.75B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi
CW,Curtiss-Wright Corporation,94.26,$4.17B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),8.39,$20.77M,2012,n/a,n/a,http://www.nasdaq.com/symbol/srf
